danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
0.791,0.759,9,-5.67,1,0.037,0.0823,4.44e-05,0.0993,0.917,124.725,audio_features,6hFHsQWB7HdVrSe7efRR82,spotify:track:6hFHsQWB7HdVrSe7efRR82,https://api.spotify.com/v1/tracks/6hFHsQWB7HdVrSe7efRR82,https://api.spotify.com/v1/audio-analysis/6hFHsQWB7HdVrSe7efRR82,214880,4
0.285,0.908,4,-4.601,0,0.0705,0.0318,0.00909,0.311,0.669,159.756,audio_features,4OROzZUy6gOWN4UGQVaZMF,spotify:track:4OROzZUy6gOWN4UGQVaZMF,https://api.spotify.com/v1/tracks/4OROzZUy6gOWN4UGQVaZMF,https://api.spotify.com/v1/audio-analysis/4OROzZUy6gOWN4UGQVaZMF,252733,4
0.391,0.732,4,-8.188,0,0.0295,0.00471,0.121,0.0979,0.622,100.354,audio_features,4SDywo3ykB2PEthjXvo1UP,spotify:track:4SDywo3ykB2PEthjXvo1UP,https://api.spotify.com/v1/tracks/4SDywo3ykB2PEthjXvo1UP,https://api.spotify.com/v1/audio-analysis/4SDywo3ykB2PEthjXvo1UP,271787,4
0.523,0.803,4,-5.189,0,0.045,0.579,0.0,0.0948,0.898,132.316,audio_features,3dzW0SoVNyJTWWJimX8stj,spotify:track:3dzW0SoVNyJTWWJimX8stj,https://api.spotify.com/v1/tracks/3dzW0SoVNyJTWWJimX8stj,https://api.spotify.com/v1/audio-analysis/3dzW0SoVNyJTWWJimX8stj,145293,4
0.602,0.954,0,-3.55,1,0.0633,0.0307,0.00499,0.195,0.95,157.952,audio_features,1JrUt1LpairHGPqE3vuhUy,spotify:track:1JrUt1LpairHGPqE3vuhUy,https://api.spotify.com/v1/tracks/1JrUt1LpairHGPqE3vuhUy,https://api.spotify.com/v1/audio-analysis/1JrUt1LpairHGPqE3vuhUy,174373,4
0.448,0.945,10,-7.978,1,0.0394,0.0219,0.246,0.0254,0.437,111.705,audio_features,6v5VsfCYKdrkQBTMhAlkDr,spotify:track:6v5VsfCYKdrkQBTMhAlkDr,https://api.spotify.com/v1/tracks/6v5VsfCYKdrkQBTMhAlkDr,https://api.spotify.com/v1/audio-analysis/6v5VsfCYKdrkQBTMhAlkDr,373467,4
0.584,0.57,11,-6.508,1,0.028,0.0933,1.66e-05,0.0802,0.54,97.976,audio_features,7rhKh1Ool2Yel5JXmiemZB,spotify:track:7rhKh1Ool2Yel5JXmiemZB,https://api.spotify.com/v1/tracks/7rhKh1Ool2Yel5JXmiemZB,https://api.spotify.com/v1/audio-analysis/7rhKh1Ool2Yel5JXmiemZB,248773,4
0.51,0.76,0,-6.995,1,0.0411,0.148,0.0116,0.0706,0.55,118.829,audio_features,4vhVDkSx9RSb2k6mWFMYNI,spotify:track:4vhVDkSx9RSb2k6mWFMYNI,https://api.spotify.com/v1/tracks/4vhVDkSx9RSb2k6mWFMYNI,https://api.spotify.com/v1/audio-analysis/4vhVDkSx9RSb2k6mWFMYNI,170787,4
0.453,0.945,2,-6.337,1,0.0719,0.0015,0.000254,0.122,0.654,144.538,audio_features,6ShfvZJYI3GSdaNaQ1bMVR,spotify:track:6ShfvZJYI3GSdaNaQ1bMVR,https://api.spotify.com/v1/tracks/6ShfvZJYI3GSdaNaQ1bMVR,https://api.spotify.com/v1/audio-analysis/6ShfvZJYI3GSdaNaQ1bMVR,342707,4
0.293,0.511,4,-17.663,0,0.0654,0.11,0.883,0.345,0.379,100.836,audio_features,4woBXDBtJhQVo97uZM7sSG,spotify:track:4woBXDBtJhQVo97uZM7sSG,https://api.spotify.com/v1/tracks/4woBXDBtJhQVo97uZM7sSG,https://api.spotify.com/v1/audio-analysis/4woBXDBtJhQVo97uZM7sSG,968041,3
0.533,0.913,4,-5.705,1,0.0408,0.00354,0.0,0.374,0.835,142.954,audio_features,6SZTjtEmEeucoyViXPwlvM,spotify:track:6SZTjtEmEeucoyViXPwlvM,https://api.spotify.com/v1/tracks/6SZTjtEmEeucoyViXPwlvM,https://api.spotify.com/v1/audio-analysis/6SZTjtEmEeucoyViXPwlvM,225973,4
0.584,0.367,6,-9.638,0,0.0328,0.55,1.38e-05,0.0818,0.588,120.175,audio_features,1JO1xLtVc8mWhIoE3YaCL0,spotify:track:1JO1xLtVc8mWhIoE3YaCL0,https://api.spotify.com/v1/tracks/1JO1xLtVc8mWhIoE3YaCL0,https://api.spotify.com/v1/audio-analysis/1JO1xLtVc8mWhIoE3YaCL0,176293,4
0.435,0.851,5,-4.029,0,0.0475,0.0147,0.27,0.142,0.545,144.705,audio_features,2RRR5ziiJJd0DJGMVeEjR2,spotify:track:2RRR5ziiJJd0DJGMVeEjR2,https://api.spotify.com/v1/tracks/2RRR5ziiJJd0DJGMVeEjR2,https://api.spotify.com/v1/audio-analysis/2RRR5ziiJJd0DJGMVeEjR2,238320,4
0.35,0.985,10,-5.676,0,0.122,0.00876,0.551,0.36,0.323,151.007,audio_features,0dlTGl67UFWcKupzkxZYOn,spotify:track:0dlTGl67UFWcKupzkxZYOn,https://api.spotify.com/v1/tracks/0dlTGl67UFWcKupzkxZYOn,https://api.spotify.com/v1/audio-analysis/0dlTGl67UFWcKupzkxZYOn,343640,4
0.543,0.836,4,-9.11,0,0.0353,0.000647,0.431,0.153,0.56,105.173,audio_features,2MuWTIM3b0YEAskbeeFE1i,spotify:track:2MuWTIM3b0YEAskbeeFE1i,https://api.spotify.com/v1/tracks/2MuWTIM3b0YEAskbeeFE1i,https://api.spotify.com/v1/audio-analysis/2MuWTIM3b0YEAskbeeFE1i,515387,4
0.547,0.832,4,-5.589,1,0.0318,0.0673,0.00452,0.291,0.739,123.962,audio_features,06u5f79L0JIk4qmkYSdOm4,spotify:track:06u5f79L0JIk4qmkYSdOm4,https://api.spotify.com/v1/tracks/06u5f79L0JIk4qmkYSdOm4,https://api.spotify.com/v1/audio-analysis/06u5f79L0JIk4qmkYSdOm4,208307,4
0.3,0.936,2,-5.399,1,0.0456,0.0337,0.021,0.158,0.756,133.065,audio_features,3wFGRek61NIF330UwJCI52,spotify:track:3wFGRek61NIF330UwJCI52,https://api.spotify.com/v1/tracks/3wFGRek61NIF330UwJCI52,https://api.spotify.com/v1/audio-analysis/3wFGRek61NIF330UwJCI52,271907,4
0.768,0.852,4,-6.215,1,0.038,0.214,7.36e-05,0.0723,0.867,128.373,audio_features,07q0QVgO56EorrSGHC48y3,spotify:track:07q0QVgO56EorrSGHC48y3,https://api.spotify.com/v1/tracks/07q0QVgO56EorrSGHC48y3,https://api.spotify.com/v1/audio-analysis/07q0QVgO56EorrSGHC48y3,271240,4
0.601,0.928,7,-4.38,0,0.0481,0.014,0.000113,0.151,0.625,115.999,audio_features,5hVepr5CHiTGtJY5bP4i5n,spotify:track:5hVepr5CHiTGtJY5bP4i5n,https://api.spotify.com/v1/tracks/5hVepr5CHiTGtJY5bP4i5n,https://api.spotify.com/v1/audio-analysis/5hVepr5CHiTGtJY5bP4i5n,246533,4
0.671,0.712,2,-7.815,1,0.0476,0.429,0.0,0.103,0.462,113.805,audio_features,2fuCquhmrzHpu5xcA1ci9x,spotify:track:2fuCquhmrzHpu5xcA1ci9x,https://api.spotify.com/v1/tracks/2fuCquhmrzHpu5xcA1ci9x,https://api.spotify.com/v1/audio-analysis/2fuCquhmrzHpu5xcA1ci9x,248440,4
0.429,0.554,9,-6.128,0,0.0291,0.67,0.000152,0.105,0.407,136.302,audio_features,1GcVa4jFySlun4jLSuMhiq,spotify:track:1GcVa4jFySlun4jLSuMhiq,https://api.spotify.com/v1/tracks/1GcVa4jFySlun4jLSuMhiq,https://api.spotify.com/v1/audio-analysis/1GcVa4jFySlun4jLSuMhiq,272000,4
0.408,0.465,4,-11.772,0,0.0338,0.365,6.01e-05,0.215,0.151,135.668,audio_features,0ducHx1R45CnEloZ6tUVuC,spotify:track:0ducHx1R45CnEloZ6tUVuC,https://api.spotify.com/v1/tracks/0ducHx1R45CnEloZ6tUVuC,https://api.spotify.com/v1/audio-analysis/0ducHx1R45CnEloZ6tUVuC,402920,4
0.593,0.289,4,-11.049,1,0.0259,0.568,0.000829,0.0928,0.733,77.119,audio_features,3evG0BIqEFMMP7lVJh1cSf,spotify:track:3evG0BIqEFMMP7lVJh1cSf,https://api.spotify.com/v1/tracks/3evG0BIqEFMMP7lVJh1cSf,https://api.spotify.com/v1/audio-analysis/3evG0BIqEFMMP7lVJh1cSf,215733,4
0.452,0.524,0,-10.108,1,0.0351,0.315,0.0,0.103,0.246,151.505,audio_features,3ovjw5HZZv43SxTwApooCM,spotify:track:3ovjw5HZZv43SxTwApooCM,https://api.spotify.com/v1/tracks/3ovjw5HZZv43SxTwApooCM,https://api.spotify.com/v1/audio-analysis/3ovjw5HZZv43SxTwApooCM,312360,4
0.537,0.502,4,-8.406,1,0.025,0.44,0.0709,0.199,0.288,80.511,audio_features,3oqWr0jDWNXxWufNogGREp,spotify:track:3oqWr0jDWNXxWufNogGREp,https://api.spotify.com/v1/tracks/3oqWr0jDWNXxWufNogGREp,https://api.spotify.com/v1/audio-analysis/3oqWr0jDWNXxWufNogGREp,232027,4
0.509,0.386,4,-10.401,0,0.0269,0.63,6.18e-05,0.125,0.389,111.7,audio_features,5onlaW8X1ps8VS4DhxpFom,spotify:track:5onlaW8X1ps8VS4DhxpFom,https://api.spotify.com/v1/tracks/5onlaW8X1ps8VS4DhxpFom,https://api.spotify.com/v1/audio-analysis/5onlaW8X1ps8VS4DhxpFom,180573,4
0.417,0.83,4,-7.206,0,0.0532,0.284,0.0,0.0863,0.943,131.715,audio_features,6HSQ5z5afdLjhphHWfPiEG,spotify:track:6HSQ5z5afdLjhphHWfPiEG,https://api.spotify.com/v1/tracks/6HSQ5z5afdLjhphHWfPiEG,https://api.spotify.com/v1/audio-analysis/6HSQ5z5afdLjhphHWfPiEG,147200,4
0.653,0.71,11,-5.783,1,0.0524,0.561,1.43e-06,0.266,0.675,79.996,audio_features,2gICL6LRPfASC77xe8CLf8,spotify:track:2gICL6LRPfASC77xe8CLf8,https://api.spotify.com/v1/tracks/2gICL6LRPfASC77xe8CLf8,https://api.spotify.com/v1/audio-analysis/2gICL6LRPfASC77xe8CLf8,227587,4
0.421,0.876,0,-4.239,0,0.0563,0.00106,0.0,0.39,0.592,153.891,audio_features,1Kq5lryeac6Fd0un6BtsEW,spotify:track:1Kq5lryeac6Fd0un6BtsEW,https://api.spotify.com/v1/tracks/1Kq5lryeac6Fd0un6BtsEW,https://api.spotify.com/v1/audio-analysis/1Kq5lryeac6Fd0un6BtsEW,228040,4
0.31,0.926,9,-7.58,0,0.0994,0.0226,0.857,0.21,0.158,139.012,audio_features,4qPgSwPUGigsmx6gUV2dnU,spotify:track:4qPgSwPUGigsmx6gUV2dnU,https://api.spotify.com/v1/tracks/4qPgSwPUGigsmx6gUV2dnU,https://api.spotify.com/v1/audio-analysis/4qPgSwPUGigsmx6gUV2dnU,533493,4
0.552,0.791,7,-8.356,1,0.0303,0.123,1.42e-05,0.162,0.698,91.2,audio_features,5UdShl12E6eHEgS8lQ1bPr,spotify:track:5UdShl12E6eHEgS8lQ1bPr,https://api.spotify.com/v1/tracks/5UdShl12E6eHEgS8lQ1bPr,https://api.spotify.com/v1/audio-analysis/5UdShl12E6eHEgS8lQ1bPr,355893,4
0.307,0.748,2,-6.514,0,0.0568,0.212,0.000153,0.368,0.347,108.227,audio_features,2ov8L95QD25TLpZAZPYWXL,spotify:track:2ov8L95QD25TLpZAZPYWXL,https://api.spotify.com/v1/tracks/2ov8L95QD25TLpZAZPYWXL,https://api.spotify.com/v1/audio-analysis/2ov8L95QD25TLpZAZPYWXL,302648,4
0.632,0.87,1,-4.796,1,0.0302,0.227,0.0,0.967,0.743,122.319,audio_features,57zKsBEPheQbBBsNFs35Sy,spotify:track:57zKsBEPheQbBBsNFs35Sy,https://api.spotify.com/v1/tracks/57zKsBEPheQbBBsNFs35Sy,https://api.spotify.com/v1/audio-analysis/57zKsBEPheQbBBsNFs35Sy,149720,4
0.292,0.359,5,-9.043,1,0.0328,0.697,1.85e-05,0.108,0.228,177.334,audio_features,3AOcpwgy3V2Fwg7B8PZfKl,spotify:track:3AOcpwgy3V2Fwg7B8PZfKl,https://api.spotify.com/v1/tracks/3AOcpwgy3V2Fwg7B8PZfKl,https://api.spotify.com/v1/audio-analysis/3AOcpwgy3V2Fwg7B8PZfKl,283259,3
0.579,0.798,0,-8.381,1,0.0661,0.367,1.45e-05,0.144,0.57,121.445,audio_features,31Hutqdoy7EZrLiF855CCO,spotify:track:31Hutqdoy7EZrLiF855CCO,https://api.spotify.com/v1/tracks/31Hutqdoy7EZrLiF855CCO,https://api.spotify.com/v1/audio-analysis/31Hutqdoy7EZrLiF855CCO,166920,4
0.338,0.332,9,-12.254,0,0.0352,0.609,0.00432,0.142,0.204,81.957,audio_features,12wlYeErSUNGg1B5d64077,spotify:track:12wlYeErSUNGg1B5d64077,https://api.spotify.com/v1/tracks/12wlYeErSUNGg1B5d64077,https://api.spotify.com/v1/audio-analysis/12wlYeErSUNGg1B5d64077,485013,4
0.307,0.433,1,-10.057,1,0.029,0.388,9.08e-05,0.332,0.224,160.9,audio_features,5MxNLUsfh7uzROypsoO5qe,spotify:track:5MxNLUsfh7uzROypsoO5qe,https://api.spotify.com/v1/tracks/5MxNLUsfh7uzROypsoO5qe,https://api.spotify.com/v1/audio-analysis/5MxNLUsfh7uzROypsoO5qe,266960,4
0.723,0.626,6,-8.759,0,0.0291,0.219,0.00389,0.0971,0.448,110.98,audio_features,63QpuNHIZ8APaK37LkV8Xd,spotify:track:63QpuNHIZ8APaK37LkV8Xd,https://api.spotify.com/v1/tracks/63QpuNHIZ8APaK37LkV8Xd,https://api.spotify.com/v1/audio-analysis/63QpuNHIZ8APaK37LkV8Xd,308040,4
0.55,0.722,11,-11.729,0,0.0283,0.25,0.0129,0.11,0.716,103.886,audio_features,14XWXWv5FoCbFzLksawpEe,spotify:track:14XWXWv5FoCbFzLksawpEe,https://api.spotify.com/v1/tracks/14XWXWv5FoCbFzLksawpEe,https://api.spotify.com/v1/audio-analysis/14XWXWv5FoCbFzLksawpEe,434720,4
0.411,0.763,9,-6.738,0,0.0541,0.199,0.00447,0.329,0.462,121.57,audio_features,4WFVX3E568hdAixIj3U222,spotify:track:4WFVX3E568hdAixIj3U222,https://api.spotify.com/v1/tracks/4WFVX3E568hdAixIj3U222,https://api.spotify.com/v1/audio-analysis/4WFVX3E568hdAixIj3U222,186560,4
0.713,0.682,9,-8.649,0,0.0778,0.179,0.0255,0.195,0.252,177.317,audio_features,1qWLCuCnNcQVVzJm4pu7Zv,spotify:track:1qWLCuCnNcQVVzJm4pu7Zv,https://api.spotify.com/v1/tracks/1qWLCuCnNcQVVzJm4pu7Zv,https://api.spotify.com/v1/audio-analysis/1qWLCuCnNcQVVzJm4pu7Zv,316427,4
0.616,0.755,6,-5.947,0,0.0303,0.0454,8.13e-05,0.0888,0.858,162.919,audio_features,4HTQcxErjqv1Up3ZOoJ1di,spotify:track:4HTQcxErjqv1Up3ZOoJ1di,https://api.spotify.com/v1/tracks/4HTQcxErjqv1Up3ZOoJ1di,https://api.spotify.com/v1/audio-analysis/4HTQcxErjqv1Up3ZOoJ1di,205027,4
0.37,0.866,6,-3.879,0,0.0384,0.0868,0.0,0.137,0.427,162.086,audio_features,74irxdVWstNlEQjsvArITq,spotify:track:74irxdVWstNlEQjsvArITq,https://api.spotify.com/v1/tracks/74irxdVWstNlEQjsvArITq,https://api.spotify.com/v1/audio-analysis/74irxdVWstNlEQjsvArITq,316693,3
0.207,0.779,0,-4.901,0,0.0424,0.044,0.0586,0.374,0.489,107.705,audio_features,6RnoyMurl85ovY0Luy4VpZ,spotify:track:6RnoyMurl85ovY0Luy4VpZ,https://api.spotify.com/v1/tracks/6RnoyMurl85ovY0Luy4VpZ,https://api.spotify.com/v1/audio-analysis/6RnoyMurl85ovY0Luy4VpZ,186147,3
0.306,0.9,6,-7.961,1,0.052,0.00373,0.0943,0.141,0.357,86.772,audio_features,77bCgbwirSDVeBGHxg00A7,spotify:track:77bCgbwirSDVeBGHxg00A7,https://api.spotify.com/v1/tracks/77bCgbwirSDVeBGHxg00A7,https://api.spotify.com/v1/audio-analysis/77bCgbwirSDVeBGHxg00A7,424493,4
0.742,0.61,9,-7.596,1,0.0853,0.175,0.0,0.0493,0.722,113.281,audio_features,3ydweVPwq9PCEVJ8WwqT6u,spotify:track:3ydweVPwq9PCEVJ8WwqT6u,https://api.spotify.com/v1/tracks/3ydweVPwq9PCEVJ8WwqT6u,https://api.spotify.com/v1/audio-analysis/3ydweVPwq9PCEVJ8WwqT6u,313000,4
0.744,0.502,5,-7.719,1,0.0359,0.183,0.000228,0.189,0.66,112.344,audio_features,1nQRg9q9uwALGzouOX5OyQ,spotify:track:1nQRg9q9uwALGzouOX5OyQ,https://api.spotify.com/v1/tracks/1nQRg9q9uwALGzouOX5OyQ,https://api.spotify.com/v1/audio-analysis/1nQRg9q9uwALGzouOX5OyQ,348227,4
0.267,0.953,1,-4.899,0,0.096,0.00211,0.0,0.283,0.568,84.989,audio_features,1aZLIbKEdsyqxyD6iNcrbA,spotify:track:1aZLIbKEdsyqxyD6iNcrbA,https://api.spotify.com/v1/tracks/1aZLIbKEdsyqxyD6iNcrbA,https://api.spotify.com/v1/audio-analysis/1aZLIbKEdsyqxyD6iNcrbA,267307,4
0.255,0.393,5,-10.654,1,0.0278,0.0577,0.00361,0.113,0.118,76.426,audio_features,10nyNJ6zNy2YVYLrcwLccB,spotify:track:10nyNJ6zNy2YVYLrcwLccB,https://api.spotify.com/v1/tracks/10nyNJ6zNy2YVYLrcwLccB,https://api.spotify.com/v1/audio-analysis/10nyNJ6zNy2YVYLrcwLccB,229120,4
0.31,0.403,0,-13.664,1,0.0326,0.0726,9.27e-05,0.139,0.466,134.48,audio_features,72Z17vmmeQKAg8bptWvpVG,spotify:track:72Z17vmmeQKAg8bptWvpVG,https://api.spotify.com/v1/tracks/72Z17vmmeQKAg8bptWvpVG,https://api.spotify.com/v1/audio-analysis/72Z17vmmeQKAg8bptWvpVG,318027,4
0.425,0.903,1,-4.801,1,0.0732,0.405,0.0128,0.117,0.769,108.748,audio_features,4BVE5tIIpYabZcYCbephNW,spotify:track:4BVE5tIIpYabZcYCbephNW,https://api.spotify.com/v1/tracks/4BVE5tIIpYabZcYCbephNW,https://api.spotify.com/v1/audio-analysis/4BVE5tIIpYabZcYCbephNW,190253,4
0.263,0.84,9,-9.757,1,0.0527,0.00676,0.356,0.7,0.714,89.368,audio_features,15RpfmFhrE5RRkf4vZ6kZu,spotify:track:15RpfmFhrE5RRkf4vZ6kZu,https://api.spotify.com/v1/tracks/15RpfmFhrE5RRkf4vZ6kZu,https://api.spotify.com/v1/audio-analysis/15RpfmFhrE5RRkf4vZ6kZu,228267,4
0.557,0.991,8,-2.469,0,0.0951,0.00797,0.000324,0.0222,0.782,171.913,audio_features,4HPxUGVThsV0tUPNU30LZI,spotify:track:4HPxUGVThsV0tUPNU30LZI,https://api.spotify.com/v1/tracks/4HPxUGVThsV0tUPNU30LZI,https://api.spotify.com/v1/audio-analysis/4HPxUGVThsV0tUPNU30LZI,233253,4
0.464,0.462,2,-14.093,0,0.0406,0.657,0.527,0.124,0.557,124.033,audio_features,7cDxjUnMitNKQC5c8RQUko,spotify:track:7cDxjUnMitNKQC5c8RQUko,https://api.spotify.com/v1/tracks/7cDxjUnMitNKQC5c8RQUko,https://api.spotify.com/v1/audio-analysis/7cDxjUnMitNKQC5c8RQUko,319773,4
0.424,0.355,4,-6.883,0,0.0358,0.802,0.0,0.27,0.37,124.657,audio_features,1MAIJFzQFIQ2Hkm3X5YtCW,spotify:track:1MAIJFzQFIQ2Hkm3X5YtCW,https://api.spotify.com/v1/tracks/1MAIJFzQFIQ2Hkm3X5YtCW,https://api.spotify.com/v1/audio-analysis/1MAIJFzQFIQ2Hkm3X5YtCW,239500,4
0.294,0.641,11,-9.316,1,0.0291,0.0163,0.22,0.112,0.226,79.759,audio_features,3YRCqOhFifThpSRFJ1VWFM,spotify:track:3YRCqOhFifThpSRFJ1VWFM,https://api.spotify.com/v1/tracks/3YRCqOhFifThpSRFJ1VWFM,https://api.spotify.com/v1/audio-analysis/3YRCqOhFifThpSRFJ1VWFM,536067,4
0.54,0.882,0,-3.318,1,0.0737,0.0252,0.0,0.372,0.84,163.043,audio_features,5YSzzFZrDP4d0D08xo9oQI,spotify:track:5YSzzFZrDP4d0D08xo9oQI,https://api.spotify.com/v1/tracks/5YSzzFZrDP4d0D08xo9oQI,https://api.spotify.com/v1/audio-analysis/5YSzzFZrDP4d0D08xo9oQI,200973,4
0.59,0.743,0,-7.078,0,0.0347,0.067,0.00093,0.0847,0.412,129.79,audio_features,4qWizh4UB8BuSypZ3T1zAz,spotify:track:4qWizh4UB8BuSypZ3T1zAz,https://api.spotify.com/v1/tracks/4qWizh4UB8BuSypZ3T1zAz,https://api.spotify.com/v1/audio-analysis/4qWizh4UB8BuSypZ3T1zAz,346960,4
0.308,0.747,0,-5.434,1,0.037,0.0645,8.27e-05,0.431,0.278,139.454,audio_features,6beFuzSjwhOKFZp2aqYDdY,spotify:track:6beFuzSjwhOKFZp2aqYDdY,https://api.spotify.com/v1/tracks/6beFuzSjwhOKFZp2aqYDdY,https://api.spotify.com/v1/audio-analysis/6beFuzSjwhOKFZp2aqYDdY,356160,4
0.553,0.362,4,-11.218,0,0.0263,0.0458,6.01e-06,0.075,0.158,142.352,audio_features,0nLiqZ6A27jJri2VCalIUs,spotify:track:0nLiqZ6A27jJri2VCalIUs,https://api.spotify.com/v1/tracks/0nLiqZ6A27jJri2VCalIUs,https://api.spotify.com/v1/audio-analysis/0nLiqZ6A27jJri2VCalIUs,388267,3
0.363,0.849,6,-7.744,1,0.0554,0.0666,0.00517,0.306,0.429,170.627,audio_features,11VGhd5i7deLL0YB0ayicY,spotify:track:11VGhd5i7deLL0YB0ayicY,https://api.spotify.com/v1/tracks/11VGhd5i7deLL0YB0ayicY,https://api.spotify.com/v1/audio-analysis/11VGhd5i7deLL0YB0ayicY,196227,4
0.309,0.837,2,-8.135,1,0.131,0.085,0.621,0.143,0.388,114.757,audio_features,5XV8y16vXJENfxa5bQH0LG,spotify:track:5XV8y16vXJENfxa5bQH0LG,https://api.spotify.com/v1/tracks/5XV8y16vXJENfxa5bQH0LG,https://api.spotify.com/v1/audio-analysis/5XV8y16vXJENfxa5bQH0LG,810322,4
0.519,0.372,4,-17.415,0,0.142,0.481,0.769,0.153,0.35,166.945,audio_features,1ExMooKBB1cJh4q6VdT4Rq,spotify:track:1ExMooKBB1cJh4q6VdT4Rq,https://api.spotify.com/v1/tracks/1ExMooKBB1cJh4q6VdT4Rq,https://api.spotify.com/v1/audio-analysis/1ExMooKBB1cJh4q6VdT4Rq,614667,3
0.661,0.868,11,-6.861,0,0.109,0.0901,7.91e-05,0.34,0.959,108.059,audio_features,0JyPCsIF1VBa8wp6ZZbw3Y,spotify:track:0JyPCsIF1VBa8wp6ZZbw3Y,https://api.spotify.com/v1/tracks/0JyPCsIF1VBa8wp6ZZbw3Y,https://api.spotify.com/v1/audio-analysis/0JyPCsIF1VBa8wp6ZZbw3Y,145107,4
0.295,0.869,6,-9.901,0,0.0602,0.000211,0.00076,0.438,0.735,114.339,audio_features,07DwrW1JxiMkEF4scxwdSa,spotify:track:07DwrW1JxiMkEF4scxwdSa,https://api.spotify.com/v1/tracks/07DwrW1JxiMkEF4scxwdSa,https://api.spotify.com/v1/audio-analysis/07DwrW1JxiMkEF4scxwdSa,252169,4
0.4,0.35,8,-11.401,1,0.0345,0.227,0.0397,0.103,0.328,83.389,audio_features,0xGSeBsG4V8Scc5YqpZQ66,spotify:track:0xGSeBsG4V8Scc5YqpZQ66,https://api.spotify.com/v1/tracks/0xGSeBsG4V8Scc5YqpZQ66,https://api.spotify.com/v1/audio-analysis/0xGSeBsG4V8Scc5YqpZQ66,219133,4
0.437,0.279,2,-14.573,0,0.0325,0.505,0.0161,0.133,0.3,118.019,audio_features,55493u4ooFK6fMCMFf99fa,spotify:track:55493u4ooFK6fMCMFf99fa,https://api.spotify.com/v1/tracks/55493u4ooFK6fMCMFf99fa,https://api.spotify.com/v1/audio-analysis/55493u4ooFK6fMCMFf99fa,391760,4
0.567,0.491,11,-11.03,1,0.0284,0.547,0.0,0.266,0.641,77.781,audio_features,3wM8VloRGOWQsPWXKKyZe3,spotify:track:3wM8VloRGOWQsPWXKKyZe3,https://api.spotify.com/v1/tracks/3wM8VloRGOWQsPWXKKyZe3,https://api.spotify.com/v1/audio-analysis/3wM8VloRGOWQsPWXKKyZe3,309173,4
0.751,0.806,11,-5.592,0,0.0412,0.00824,0.0,0.0865,0.764,130.058,audio_features,0vQfzyjQFHQ208JCNjcE5H,spotify:track:0vQfzyjQFHQ208JCNjcE5H,https://api.spotify.com/v1/tracks/0vQfzyjQFHQ208JCNjcE5H,https://api.spotify.com/v1/audio-analysis/0vQfzyjQFHQ208JCNjcE5H,237667,4
0.308,0.866,2,-5.671,0,0.059,0.000739,0.00141,0.232,0.227,109.825,audio_features,6p8eFfPw3nQkf37aT3AkmK,spotify:track:6p8eFfPw3nQkf37aT3AkmK,https://api.spotify.com/v1/tracks/6p8eFfPw3nQkf37aT3AkmK,https://api.spotify.com/v1/audio-analysis/6p8eFfPw3nQkf37aT3AkmK,438120,4
0.332,0.769,9,-11.503,1,0.0765,0.00367,0.00413,0.0372,0.525,157.378,audio_features,0TI8TP4FitVPoEHPTySx48,spotify:track:0TI8TP4FitVPoEHPTySx48,https://api.spotify.com/v1/tracks/0TI8TP4FitVPoEHPTySx48,https://api.spotify.com/v1/audio-analysis/0TI8TP4FitVPoEHPTySx48,354774,4
0.495,0.596,2,-5.45,1,0.024,0.14,0.00316,0.114,0.284,94.119,audio_features,1rh4kDY9T4fHVDum8Foi5k,spotify:track:1rh4kDY9T4fHVDum8Foi5k,https://api.spotify.com/v1/tracks/1rh4kDY9T4fHVDum8Foi5k,https://api.spotify.com/v1/audio-analysis/1rh4kDY9T4fHVDum8Foi5k,233747,4
0.47,0.575,11,-9.85,0,0.0362,0.215,0.307,0.199,0.375,127.534,audio_features,12uaDRCVrgu4O6AyOZLrxG,spotify:track:12uaDRCVrgu4O6AyOZLrxG,https://api.spotify.com/v1/tracks/12uaDRCVrgu4O6AyOZLrxG,https://api.spotify.com/v1/audio-analysis/12uaDRCVrgu4O6AyOZLrxG,246667,4
0.804,0.486,9,-8.241,0,0.0375,0.0559,8e-06,0.037,0.842,107.233,audio_features,1Bd8mHCDrBrv3ZruGLRWJx,spotify:track:1Bd8mHCDrBrv3ZruGLRWJx,https://api.spotify.com/v1/tracks/1Bd8mHCDrBrv3ZruGLRWJx,https://api.spotify.com/v1/audio-analysis/1Bd8mHCDrBrv3ZruGLRWJx,254533,4
0.774,0.615,2,-7.614,0,0.0314,0.181,0.0107,0.141,0.703,136.851,audio_features,4UXE0ZLGIoLUOFqTECzoQe,spotify:track:4UXE0ZLGIoLUOFqTECzoQe,https://api.spotify.com/v1/tracks/4UXE0ZLGIoLUOFqTECzoQe,https://api.spotify.com/v1/audio-analysis/4UXE0ZLGIoLUOFqTECzoQe,273307,4
0.402,0.922,7,-5.07,1,0.0552,0.0681,0.000514,0.394,0.815,165.904,audio_features,1zYF9fxV4p4cKSlmha8mdB,spotify:track:1zYF9fxV4p4cKSlmha8mdB,https://api.spotify.com/v1/tracks/1zYF9fxV4p4cKSlmha8mdB,https://api.spotify.com/v1/audio-analysis/1zYF9fxV4p4cKSlmha8mdB,178307,4
